bigMD2.5Om27                                 
 A    = 0.59830
 I    =    0 Nrow =    0 Ngrid=    0
 Omega_0=  0.30711 Omega_L=  0.69288 hubble =  0.67770 buffer width (Mpch) =  5.00000
 Force softening (kpch)               =  10.000
 Minimum distance between halos (kpch)=  50.000
 Number of neighbours for  particles  = 20
 Number of buffered particles         =  20000
 Split factor for adaptive mesh       =  8
 Number of radial bins                =   30
 Step in radius dlog10                = 0.05000
 Mass of smallest particle (Msunh)    =  1.5054E+09
 Subhalos rejection: virial ratio     =   1.200
 offset parameter limit               =   0.200
 radius overshoot factor              =   1.100
 Overdensity limit                    =  296.64
     XYZ(Mpch)                          Vxyz(km/s)                  Mbound     Mtot/Msunh    Rvir(kpch) Vrms(km/s) Vcirc(km/s)       Nhalo  Cvir    Nparticles  Distinct/Sub   Xoff  2K/Ep-1   Lambda   RadRMS/kpch   b/a  c/a MajorAxis:  x      y      z  
     1.1962     7.5766     6.2439       146.84    133.29    143.34  3.4624E+10  3.6130E+10  70.151       68.38       68.83              69   8.158       23.00               0  9.9585E-02  0.3411      4.1868E-02   34.63      0.5970      0.4201      0.8173     -0.5333      0.2184    
     0.5542     7.1393     5.3207        67.32    197.92    176.87  7.3765E+10  7.5271E+10  89.577       86.15       88.25              70   7.858       49.00               0  0.1029      0.3063      4.5287E-02   47.07      0.8703      0.7698      0.5583      0.8258     -7.9836E-02
     1.9290     8.6081     0.7055       125.61    358.79    266.98  8.8819E+10  9.1830E+10  95.706       84.24       88.80              71   5.816       59.00               0  5.0985E-02  0.1511      2.4845E-02   49.31      0.7101      0.4773      0.1872      0.5476      0.8155    
     1.9607     8.3011     0.6687        61.72    408.48    289.92  3.0108E+10  3.0108E+10  66.009       60.01       59.33              72   4.053       20.00               0  0.2349      0.3890      9.2300E-02   39.07      0.6466      0.2820      0.6174     -0.3892      0.6836    
     2.1933     8.9679     0.7830       105.55    377.91    250.12  5.5700E+10  5.5700E+10  81.298       79.24       85.07              73   10.22       37.00               0  7.8160E-02  0.2812      4.1793E-02   40.90      0.9014      0.5266      0.6796      0.5073     -0.5299    
     2.3420     9.1736     1.0231       154.32    327.43    287.56  5.7206E+10  5.7206E+10  81.755       79.17       82.42              74   8.394       38.00               0  0.1004      0.3515      7.3057E-02   41.03      0.9334      0.6457      0.6386      0.1019      0.7627    
     1.0201    10.5588     2.9939       138.87    222.25    170.44  4.6668E+10  4.9679E+10  78.001       61.85       71.32              75   5.823       31.00               0  0.1801      8.6993E-02  7.7272E-02   44.70      0.6840      0.5670     -0.4494     -0.1454      0.8814    
     0.5986    10.2758     2.9884       187.16    253.32    148.53  5.1184E+10  5.4195E+10  80.286       71.68       69.82              76   3.874       34.00               0  0.2253      0.3954      4.8782E-02   47.39      0.9375      0.5363      0.7518      0.4303      0.4997    
     0.8908    10.4276     3.0092       189.67    240.23    171.99  6.3227E+10  6.3227E+10  84.514       77.62       85.65              77   8.601       42.00               0  5.1783E-02  0.2225      8.0712E-02   42.57      0.7374      0.5463      0.6782     -0.4713      0.5639    
     3.1394    11.3729     2.9517       256.55    310.07    179.99  3.1614E+10  3.3119E+10  68.145       61.89       61.61              78   5.126       21.00               0  0.2871      0.3939      6.7162E-02   41.67      0.7618      0.3984      0.2319      0.9454      0.2290    
     3.4881    10.2915     3.8812       301.33    298.90    170.21  1.2043E+11  1.2796E+11  106.90       91.94       101.6              79   7.220       80.00               0  7.5282E-02  9.2693E-02  2.4950E-02   58.65      0.8550      0.5743      0.3258      0.9454      2.8102E-03
     2.5346    10.6430     2.9196       241.69    314.23    115.64  3.1614E+10  3.1614E+10  66.560       54.72       60.22              80   3.847       21.00               0  0.2576      0.1568      4.1835E-02   41.61      0.2396      0.1831      0.7119     -0.6396      0.2901    
     2.3495    11.0872     2.9059       236.96    282.61    184.75  3.2667E+11  3.2818E+11  146.32       146.5       144.7              81   7.684       217.0               0  3.2106E-02  0.2936      7.4551E-02   74.78      0.9244      0.8220      0.1324     -0.2187      0.9668    
     1.1035    11.6383     0.4542       228.39    299.97    200.21  6.0216E+10  6.1722E+10  83.847       72.98       72.76              82   3.094       40.00               0  9.1288E-02  0.3499      7.4888E-02   51.52      0.4466      0.3930     -0.3848      0.7247      0.5716    
     0.5234    10.9384     1.1773       209.26    209.77    160.25  4.3657E+10  4.3657E+10  74.476       57.67       66.52              83   3.617       29.00               0  0.1336      2.9227E-02  4.7050E-02   43.92      0.6640      0.3392     -0.6415      0.5521      0.5325    
